adm2_name,group,period,H38_bar,H46_bar,S_share,RWI_bar,Haz,Mag,PovScore,HVI,Rank,heat_exposed,screening_class,priority_hazard_gated,rank_hazard_gated,priority_equal_weight_gated,rank_equal_weight_gated
Kigumo,age60plus,2025,0.0,0.0,0.0,0.2121666666666666,0.0,68.02973529005094,54.55439001771446,28.59207908967245,77,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kiharu,age60plus,2025,0.0,0.0,0.0,0.3119423076923077,0.0,68.83464835867306,50.23267565901634,28.18529585645437,80,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kikuyu,age60plus,2025,0.0,0.0,0.0,0.7730799999999999,0.0,48.70893955717201,30.25880863398844,19.151503162249867,210,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kilimani,age60plus,2025,0.0,0.0,0.0,1.383,0.0,34.39640154355563,3.840536653357703,10.895000961070345,278,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kilome,age60plus,2025,0.0,0.0,0.0,-0.2469453125,0.0,47.69839392210008,74.44051464912623,25.47559537399896,108,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kimilili,age60plus,2025,0.0,0.0,0.0,0.0401,0.0,34.90249725454999,62.00734122246349,19.77185035973452,194,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kiminini,age60plus,2025,0.0,0.0,0.0,0.119125,0.0,56.83154791794991,58.58442683488914,25.83712840061834,103,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kinangop,age60plus,2025,0.0,0.0,0.0,0.0435,0.0,34.78627555882745,61.86007252372571,19.71489354620709,197,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kipipiri,age60plus,2025,0.0,0.0,0.0,-0.1222109375,0.0,42.28665291196452,69.03772962144393,23.041655316805944,143,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kirinyaga Central,age60plus,2025,0.0,0.0,0.0,0.3261153846153846,0.0,99.280953970214,49.61877842502459,37.22710295481788,58,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kisumu Central,age60plus,2025,0.0,0.0,0.0,0.947125,0.0,14.533610564056351,22.720167259924825,7.768108258205629,284,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kisumu East,age60plus,2025,0.0,0.0,0.0,0.2519545454545455,0.0,34.7788020413088,52.8310049781182,18.358291359110368,227,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kitui West,age60plus,2025,0.0,0.0,0.0,-0.2254272727272727,0.0,40.20362632766785,73.50847532067998,23.08735919640235,142,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Konoin,age60plus,2025,0.0,0.0,0.0,-0.0938,0.0,26.227701946383963,67.80712909334238,18.039379947916544,230,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kuresoi North,age60plus,2025,0.0,0.0,0.0,-0.1538383838383838,0.0,38.01101290365985,70.40765105281235,21.964451529019804,160,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kuresoi South,age60plus,2025,0.0,0.0,0.0,-0.1475862068965517,0.0,28.02922522321389,70.13684224031178,18.929293903010933,217,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Kwanza,age60plus,2025,0.0,0.0,0.0,-0.1782666666666666,0.0,41.74680456280522,71.46574558943576,23.243903207256928,135,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Laikipia West,age60plus,2025,0.0,0.0,0.0,-0.1955136986301369,0.0,50.48791747879745,72.21278910542078,25.97829360945235,101,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Langata,age60plus,2025,0.0,0.0,0.0,0.8948400000000001,0.0,41.64027810731873,24.98485664624971,16.239811929133076,261,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Lari,age60plus,2025,0.0,0.0,0.0,0.2746333333333333,0.0,40.4109097151339,51.848688631100806,19.90057620920529,190,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Likuyani,age60plus,2025,0.0,0.0,0.0,0.0580208333333333,0.0,39.88415551441895,61.2311124561998,21.149913522755654,174,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Limuru,age60plus,2025,0.0,0.0,0.0,0.4835121951219511,0.0,38.67136209182743,42.801242110678,18.02159494414993,231,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Maara,age60plus,2025,0.0,0.0,0.0,-0.0196792452830188,0.0,52.506778484130415,64.59663877080365,25.441529360859672,109,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Machakos Town,age60plus,2025,0.0,0.0,0.0,0.0303404255319148,0.0,74.36806251284312,62.430070584860346,31.674929341581983,71,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Makadara,age60plus,2025,0.0,0.0,0.0,1.124,0.0,20.243786360746352,15.058946351323591,8.331977860922445,282,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Manyatta,age60plus,2025,0.0,0.0,0.0,0.2413170731707317,0.0,57.142779912777584,53.29175989020538,25.13659795736408,112,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Maragwa,age60plus,2025,0.0,0.0,0.0,0.0432051282051282,0.0,78.94521245110775,61.872844695939015,32.96449043972318,69,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Marakwet West,age60plus,2025,0.0,0.0,0.0,-0.2464159292035398,0.0,27.27348783953721,74.41758476994882,19.344684067353484,203,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Masinga,age60plus,2025,0.0,0.0,0.0,-0.2914008620689655,0.0,53.28901756939362,76.36607668933041,27.441616774217646,87,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Matayos,age60plus,2025,0.0,0.0,0.0,0.1139375,0.0,33.65377242223793,58.80911988627214,18.9174997096122,219,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mathare,age60plus,2025,0.0,0.0,0.0,0.8750000000000001,0.0,7.262176832926567,25.844212817707792,6.055284972534139,287,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mathioya,age60plus,2025,0.0,0.0,0.0,0.1618421052631579,0.0,51.40397066030763,56.73416433313917,23.931315848063164,125,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mathira,age60plus,2025,0.0,0.0,0.0,0.3407142857142857,0.0,70.53453095020966,48.98643690507263,28.508324820823788,79,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Matungulu,age60plus,2025,0.0,0.0,0.0,-0.0881382978723403,0.0,58.19218966617607,67.56189629775965,27.59194134451677,84,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mavoko,age60plus,2025,0.0,0.0,0.0,0.0991315789473684,0.0,45.05620778371566,59.45042833540018,22.434426585424724,151,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mbooni,age60plus,2025,0.0,0.0,0.0,-0.2243515151515151,0.0,86.85847069358395,73.46187960940377,37.07682314948575,59,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Moiben,age60plus,2025,0.0,0.0,0.0,-0.0294263565891472,0.0,33.28558127190962,65.01882829977593,19.738498626539275,195,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Molo,age60plus,2025,0.0,0.0,0.0,-0.1540131578947368,0.0,34.41779053078118,70.41522127276889,20.88762035014969,178,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mt. Elgon,age60plus,2025,0.0,0.0,0.0,-0.2550365853658536,0.0,43.841430408705016,74.79098265679875,24.371076521131315,120,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mukurweni,age60plus,2025,0.0,0.0,0.0,0.2692666666666666,0.0,43.858650562412976,52.08114216538299,20.969766493531345,177,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mwala,age60plus,2025,0.0,0.0,0.0,-0.0850465116279069,0.0,79.32435803228452,67.42797766923225,33.91150406007019,67,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Mwea,age60plus,2025,0.0,0.0,0.0,-0.093676056338028,0.0,53.08750809938904,67.80176055751433,26.09651651344386,99,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Naivasha,age60plus,2025,0.0,0.0,0.0,-0.0068307692307692,0.0,58.9760303427526,64.0401157269865,27.298826461873755,88,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nakuru Town East,age60plus,2025,0.0,0.0,0.0,0.5141875,0.0,23.87988128564336,41.47256204221482,13.384848692025228,273,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nakuru Town West,age60plus,2025,0.0,0.0,0.0,0.4149375,0.0,21.34563404404545,45.77150861566314,13.269416505563106,274,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nandi Hills,age60plus,2025,0.0,0.0,0.0,-0.0545614035087719,0.0,19.75783351044214,66.10753584464831,15.843480429829889,264,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Narok North,age60plus,2025,0.0,0.0,0.0,-0.3451364829396325,0.0,34.41444071400451,78.69359873682737,22.12837202472545,158,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Narok West,age60plus,2025,0.0,0.0,0.0,-0.2982081545064378,0.0,35.894531876053364,76.66092995379927,22.2674990558859,154,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ndaragwa,age60plus,2025,0.0,0.0,0.0,-0.198054054054054,0.0,35.996719408963315,72.32282288118896,21.647439254867336,164,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ndia,age60plus,2025,0.0,0.0,0.0,0.1413207547169811,0.0,60.18112553648303,57.62303274233836,26.69779257229566,93,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Njoro,age60plus,2025,0.0,0.0,0.0,-0.1948073394495412,0.0,62.35195478877717,72.18219363560672,29.53291548197416,74,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
North Imenti,age60plus,2025,0.0,0.0,0.0,0.0266078431372549,0.0,53.09829484812336,62.591744864917146,25.31825018417458,111,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
North Mugirango,age60plus,2025,0.0,0.0,0.0,0.1982307692307692,0.0,32.64756587361963,55.15801398275203,18.06797185949869,229,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nyaribari Chache,age60plus,2025,0.0,0.0,0.0,0.32256,0.0,48.51634034076512,49.77277750320695,22.020818727710576,159,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nyaribari Masaba,age60plus,2025,0.0,0.0,0.0,0.171037037037037,0.0,36.27063696358743,56.33589208686807,19.33157490210644,204,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nyatike,age60plus,2025,0.0,0.0,0.0,-0.074064,0.0,35.16021710001208,66.95227761149275,20.590906771727536,182,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Nyeri Town,age60plus,2025,0.0,0.0,0.0,0.5546666666666666,0.0,38.00734614858556,39.71923433604142,17.36008899498188,244,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ol Jorok,age60plus,2025,0.0,0.0,0.0,-0.1204803921568627,0.0,45.81735572836961,68.96277222121141,24.0896225516926,122,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ol Kalou,age60plus,2025,0.0,0.0,0.0,-0.1908085106382978,0.0,14.955254381486688,72.00898707222233,15.287924375279356,267,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Othaya,age60plus,2025,0.0,0.0,0.0,0.1379375,0.0,37.61044718836756,57.76957613047608,19.94857057608168,189,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Rongai,age60plus,2025,0.0,0.0,0.0,-0.1796242424242424,0.0,44.00706884233432,71.5245480645111,23.93080286237696,126,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Roysambu,age60plus,2025,0.0,0.0,0.0,1.068,0.0,32.58496944342602,17.484548448181084,12.398173100254969,277,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ruaraka,age60plus,2025,0.0,0.0,0.0,1.283,0.0,3.085300949698168,8.171968969174655,2.1513856302856484,290,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Ruiru,age60plus,2025,0.0,0.0,0.0,0.2348695652173911,0.0,30.62397930331528,53.57102933326125,17.22284819098377,247,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Runyenjes,age60plus,2025,0.0,0.0,0.0,-0.0288999999999999,0.0,59.24952415730496,64.99602952037718,27.524261675248063,85,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Sabatia,age60plus,2025,0.0,0.0,0.0,0.4742777777777778,0.0,49.724108165034,43.201224647700926,21.397416146665336,170,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Saboti,age60plus,2025,0.0,0.0,0.0,-0.0281799999999999,0.0,38.81913956622518,64.9648432077033,21.39046835102305,171,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Sotik,age60plus,2025,0.0,0.0,0.0,0.0439873417721519,0.0,43.260292334913565,61.838963644718255,22.253932247181808,156,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
South Imenti,age60plus,2025,0.0,0.0,0.0,0.0363013698630136,0.0,81.02520995682548,62.17187631577528,33.633344434413935,68,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Soy,age60plus,2025,0.0,0.0,0.0,-0.0156216216216216,0.0,44.92192114787137,64.42088554827966,23.13970917660336,137,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Starehe,age60plus,2025,0.0,0.0,0.0,1.20375,0.0,21.983863998419302,11.604629079459576,8.335853561444727,281,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Suba North,age60plus,2025,0.0,0.0,0.0,-0.1773069306930693,0.0,23.32678954721967,71.42417527532885,17.711663155465228,237,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Suba South,age60plus,2025,0.0,0.0,0.0,-0.1791111111111111,0.0,23.471109558075373,71.50232212899154,17.766681186771343,236,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Subukia,age60plus,2025,0.0,0.0,0.0,-0.1881527777777777,0.0,27.10512705403524,71.89395580088,18.91563148634257,220,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Tetu,age60plus,2025,0.0,0.0,0.0,0.1953461538461538,0.0,37.85760086366232,55.28295914570829,19.649724130954937,198,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Thika Town,age60plus,2025,0.0,0.0,0.0,0.3141388888888888,0.0,43.091504111862925,50.13753223122447,20.448081068242548,183,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Tigania West,age60plus,2025,0.0,0.0,0.0,-0.1438939393939393,0.0,44.60017553621161,69.97691417251723,23.876589786741064,127,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Tinderet,age60plus,2025,0.0,0.0,0.0,-0.2624761904761905,0.0,19.25883133207847,75.11322411671705,17.044633017131098,248,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Tongaren,age60plus,2025,0.0,0.0,0.0,0.1824603174603175,0.0,51.93795243999409,55.841100427087696,23.95755079606138,124,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Vihiga,age60plus,2025,0.0,0.0,0.0,0.2295333333333333,0.0,36.63610310416146,53.80216460553425,19.061155622078576,212,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Westlands,age60plus,2025,0.0,0.0,0.0,1.14975,0.0,46.6595928035206,13.94360253000073,16.08941822055629,262,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Yatta,age60plus,2025,0.0,0.0,0.0,-0.1405112359550561,0.0,62.03700713692646,69.8303946626172,29.08566134047052,75,False,No severe heat exposure (not ranked for heat priority),0.0,155,0.0,155
Turkana East,pregnancies,2025,258.97424337615263,0.5461274510270937,100.0,-0.4886857142857143,100.0,10.583469211788104,84.91133653245836,70.91174124340519,1,True,Severe-heat screening priority,70.91174124340519,1,65.16493524808216,2
Turkana South,pregnancies,2025,255.43492552728284,0.0,100.0,-0.5940390070921986,89.17999926107035,11.926344696648108,89.47464310285568,66.04809946801149,2,True,Severe-heat screening priority,66.04809946801149,2,63.52699568685805,3
Wajir South,pregnancies,2025,221.9536185145301,0.0,100.0,-0.663955,81.42294051045428,24.30488881500381,92.50300701358849,65.94953497728928,3,True,Severe-heat screening priority,65.94953497728928,3,66.07694544634886,1
Turkana Central,pregnancies,2025,232.96601030606607,0.0,100.0,-0.3597581395348837,83.97432747032444,15.061286609618923,79.32692589570185,62.6033049759194,4,True,Severe-heat screening priority,62.6033049759194,4,59.45417999188174,6
Dadaab,pregnancies,2025,218.3942942889105,0.0,100.0,-0.3717656249999999,80.59830462870372,19.69172397701381,79.8470220014549,62.21363803910943,5,True,Severe-heat screening priority,62.21363803910943,5,60.04568353572415,5
Bura,pregnancies,2025,169.38061277375107,0.0,100.0,-0.4970052356020942,69.24265453558574,27.8108686117566,85.27169096727734,59.217474223190735,6,True,Severe-heat screening priority,59.217474223190735,6,60.77507137153989,4
Fafi,pregnancies,2025,195.86445636885367,0.0,100.0,-0.5596808510638298,75.37851806776774,13.195838430287424,87.98644282952412,58.61490289078711,7,True,Severe-heat screening priority,58.61490289078711,7,58.85359977585976,7
Lagdera,pregnancies,2025,184.32897444217429,0.0,100.0,-0.585716049382716,72.7059398739762,11.136089385889488,89.11413982299538,56.69621471990307,8,True,Severe-heat screening priority,56.69621471990307,8,57.6520563609537,8
Galole,pregnancies,2025,183.63313835866307,0.0,100.0,-0.4186551724137931,72.54472629355837,13.189863687892322,81.87801101087625,56.13826021945624,9,True,Severe-heat screening priority,56.13826021945624,9,55.87086699744231,11
Dujis,pregnancies,2025,202.2140988268344,0.0,100.0,0.1734615384615384,76.84962400676832,16.80122915966685,56.23087644866976,55.7422934189231,10,True,Severe-heat screening priority,55.7422934189231,10,49.96057653836831,30
Turkana West,pregnancies,2025,152.02646955161725,0.0,100.0,-0.5089103448275862,65.22198985575639,19.443560990281178,85.7873527155036,54.57326562507591,11,True,Severe-heat screening priority,54.57326562507591,11,56.81763452051373,9
Isiolo North,pregnancies,2025,159.429753411523,0.0,100.0,-0.4598943661971831,66.93720688198846,16.645500464535207,83.6642587771924,54.35875274103307,12,True,Severe-heat screening priority,54.35875274103307,12,55.74898870790535,12
Wajir West,pregnancies,2025,178.4931334817403,0.0,100.0,-0.6163369565217391,71.35387314694862,4.035330237353176,90.44046369021132,54.021298855559394,13,True,Severe-heat screening priority,54.021298855559394,13,55.27655569150437,15
Balambala,pregnancies,2025,174.1286278694823,0.0,100.0,-0.6895740740740741,70.34269020720308,3.1630749960807822,93.612679867046,53.67930409284283,14,True,Severe-heat screening priority,53.67930409284283,14,55.70614835677662,14
Mandera East,pregnancies,2025,150.9935306027363,0.0,100.0,-0.5517297297297297,64.98267518057906,14.615373975267987,87.64204539058908,53.27139035048725,15,True,Severe-heat screening priority,53.27139035048725,15,55.74669818214537,13
Turkana North,pregnancies,2025,167.28835762990923,0.0,100.0,-0.5015047021943574,68.75791401856,7.809043490719063,85.466582317294,52.97955310501782,16,True,Severe-heat screening priority,52.97955310501782,16,54.01117994219103,17
Ijara,pregnancies,2025,156.61074574585007,0.0,100.0,-0.5453943661971831,66.28408996296457,10.717790987378612,87.36763340721586,52.77673178692648,17,True,Severe-heat screening priority,52.77673178692648,17,54.78983811918635,16
North Horr,pregnancies,2025,158.8194198180675,0.0,100.0,-0.440576,66.79580279820806,10.403208739243402,82.82749682083974,52.28277868391341,18,True,Severe-heat screening priority,52.28277868391341,18,53.34216945276373,18
Wajir East,pregnancies,2025,165.02143279887173,0.0,100.0,-0.4302407407407406,68.23270545693214,7.982619484355781,82.37983206136072,52.279748655823525,19,True,Severe-heat screening priority,52.279748655823525,19,52.865052334216216,20
Mandera South,pregnancies,2025,119.87632343584563,0.0,100.0,-0.7170000000000001,57.77333881695611,15.95135744281771,94.8006152855136,50.78083587499822,20,True,Severe-heat screening priority,50.78083587499822,20,56.17510384842914,10
Garsen,pregnancies,2025,154.76299191194084,0.0,100.0,-0.3836894409937888,65.85599630936704,7.323846696129361,80.36349402068844,50.47247608209395,21,True,Severe-heat screening priority,50.47247608209395,21,51.18111234206162,25
Isiolo South,pregnancies,2025,137.13269129251657,0.0,100.0,-0.4844285714285714,61.77135058022012,9.782505081281382,84.7269412710136,49.61803553415753,22,True,Severe-heat screening priority,49.61803553415753,22,52.09359897750503,24
Samburu North,pregnancies,2025,124.6401761089563,0.186441587566861,100.0,-0.5773098591549296,62.29092798925672,5.742883398504203,88.75003138294,49.29538012108347,23,True,Severe-heat screening priority,49.29538012108347,23,52.26128092356697,21
Eldas,pregnancies,2025,126.54308114459482,0.0,100.0,-0.63409375,59.31791505477121,8.615447480121711,91.2095871811816,48.890925601337926,24,True,Severe-heat screening priority,48.890925601337926,24,53.04764990535818,19
Magarini,pregnancies,2025,108.99166843878425,0.0,100.0,-0.4226046511627906,55.25154633555052,19.331195183385883,82.04908000971666,48.49507104102605,25,True,Severe-heat screening priority,48.49507104102605,25,52.210607176217685,23
Laisamis,pregnancies,2025,132.19888950669582,0.0,100.0,-0.4733928571428571,60.62827124039839,7.6513278060456384,84.24893677616095,48.27828804045695,26,True,Severe-heat screening priority,48.27828804045695,26,50.84284527420166,27
Loima,pregnancies,2025,117.49299727652487,0.0,100.0,-0.6202074235807861,57.22116201475751,8.882287788942222,90.60811035117992,47.72754199747629,27,True,Severe-heat screening priority,47.72754199747629,27,52.23718671829321,22
Lamu West,pregnancies,2025,116.13512931791132,0.0,100.0,-0.4108380281690141,56.90656672352432,9.295164866350085,81.53941669888387,46.31807366267599,28,True,Severe-heat screening priority,46.31807366267599,28,49.24704942958609,33
Tarbaj,pregnancies,2025,106.20365760677932,0.0,100.0,-0.7199450549450549,54.6056108643642,3.312338010632593,94.92817834712226,45.26601413065843,29,True,Severe-heat screening priority,45.26601413065843,29,50.94870907403968,26
Kajiado West,pregnancies,2025,70.73371748748528,0.0,100.0,-0.4457846410684474,46.3878190893478,19.698085663555165,83.05310558329339,43.88069203570185,30,True,Severe-heat screening priority,43.88069203570185,30,49.71300344539878,31
Kinango,pregnancies,2025,54.00861862519477,0.0,100.0,-0.4416464646464647,42.51289346487221,26.709745383654635,82.87386327246611,43.826094511646026,31,True,Severe-heat screening priority,43.826094511646026,31,50.698834040330986,28
Kitui South,pregnancies,2025,73.23139056815715,0.0,100.0,-0.520231046931408,46.96648816039763,14.63922765050996,86.2777012648059,43.16499197309257,32,True,Severe-heat screening priority,43.16499197309257,32,49.29447235857116,32
Ganze,pregnancies,2025,78.03759249658296,0.0,100.0,-0.4934395973154362,48.08000474778542,12.915224212652964,85.11724775826389,43.086157038817454,33,True,Severe-heat screening priority,43.086157038817454,33,48.70415890623409,35
Lafey,pregnancies,2025,78.87189044127835,0.0,100.0,-0.7854132231404959,48.27329762521268,5.508885205254329,97.76388774091296,42.86756241658022,34,True,Severe-heat screening priority,42.86756241658022,34,50.515356857126655,29
Malindi,pregnancies,2025,70.35541530837938,0.0,100.0,-0.2234507042253521,46.30017280278877,20.46014418946006,73.42286159384352,42.61656753744837,35,True,Severe-heat screening priority,42.61656753744837,35,46.72772619536412,43
Mwingi North,pregnancies,2025,64.41937256393959,0.0,100.0,-0.5918203266787659,44.92489099860923,13.338578074069956,89.37854246244356,42.1170448408226,36,True,Severe-heat screening priority,42.1170448408226,36,49.214003845040914,34
Lamu East,pregnancies,2025,105.7306209167745,0.0,100.0,-0.3882,54.49601617637407,0.0,80.55886583110747,42.05663877167186,37,True,Severe-heat screening priority,42.05663877167186,37,45.01829400249384,47
Wajir North,pregnancies,2025,76.57777771160173,0.0,100.0,-0.6093723404255319,47.74179008227657,7.173171184829831,90.13879605794762,41.93075530939321,38,True,Severe-heat screening priority,41.93075530939321,38,48.35125244168467,36
Tiaty,pregnancies,2025,70.11243079497085,0.0,100.0,-0.5514280821917809,46.2438773557418,10.989644493298576,87.62897973165049,41.875372853395135,39,True,Severe-heat screening priority,41.875372853395135,39,48.28750052689696,37
Moyale,pregnancies,2025,69.23143492864939,0.0,100.0,-0.4997604166666666,46.03976535104908,12.452481433053576,85.39102977026748,41.86626983853319,40,True,Severe-heat screening priority,41.86626983853319,40,47.96109218479004,38
Lunga Lunga,pregnancies,2025,57.94391195039186,0.0,100.0,-0.3746108786610878,43.42463509768344,16.900942681806804,79.97026223799824,40.949371443967664,41,True,Severe-heat screening priority,40.949371443967664,41,46.7652800058295,42
Kitui East,pregnancies,2025,61.30674150893734,0.0,100.0,-0.5756778042959427,44.20374645208814,10.87037186233566,88.67934003136597,40.87507311205407,42,True,Severe-heat screening priority,40.87507311205407,42,47.91781944859659,39
Kaloleni,pregnancies,2025,67.36755221118797,0.0,100.0,-0.2584732142857143,45.60793490494077,14.127989119742134,74.93983791240828,40.5637366205013,43,True,Severe-heat screening priority,40.5637366205013,43,44.89192064569706,48
Matuga,pregnancies,2025,55.12834762526753,0.0,100.0,-0.3186772151898734,42.77231594306354,17.285308247243517,77.54753346298575,40.342496262305865,44,True,Severe-heat screening priority,40.342496262305865,44,45.86838588443093,45
Kilifi North,pregnancies,2025,33.86139065963359,0.0,100.0,-0.0581666666666666,37.8451177734577,31.034736050065707,66.26369537813959,40.06478989714238,45,True,Severe-heat screening priority,40.06478989714238,45,45.04784973388767,46
Kilifi South,pregnancies,2025,44.0,0.0,100.0,-0.0811285714285714,40.19406395625791,23.15517247845957,67.25827474132385,39.1420281306783,46,True,Severe-heat screening priority,39.1420281306783,46,43.53583705868044,51
Mandera West,pregnancies,2025,48.55473667976997,0.0,100.0,-0.715,41.249320252109925,6.659846763182768,94.71398663919724,38.89217816349488,47,True,Severe-heat screening priority,38.89217816349488,47,47.54105121816332,40
Mandera North,pregnancies,2025,39.24089441219135,0.0,100.0,-0.66936,39.09145880315095,10.388230038228889,92.73712093025838,38.52733949274045,48,True,Severe-heat screening priority,38.52733949274045,48,47.40560325721274,41
Mwingi East,pregnancies,2025,42.83433793399022,0.0,100.0,-0.5590913348946136,39.92399955506954,10.04645069522746,87.96090833566372,38.16627121420604,49,True,Severe-heat screening priority,38.16627121420604,49,45.97711952865357,44
Samburu West,pregnancies,2025,42.8300679258112,0.0,100.0,-0.3899801980198019,39.92301026560431,13.003775039804465,80.6359739034227,37.95418424353712,50,True,Severe-heat screening priority,37.95418424353712,50,44.52091973627716,49
Likoni,pregnancies,2025,46.50408789226865,0.0,100.0,0.4795714285714286,40.77421923184603,29.64062063014919,42.97193374653823,37.76379682854081,51,True,Severe-heat screening priority,37.76379682854081,51,37.79559120284448,58
Rabai,pregnancies,2025,56.885928164075565,0.0,100.0,-0.0414390243902438,43.17951795262907,12.545616548940652,65.53914887490436,37.34329216986384,52,True,Severe-heat screening priority,37.34329216986384,52,40.42142779215803,54
Sigor,pregnancies,2025,42.99251855866762,0.0,100.0,-0.4916741573033707,39.9606473597196,7.6539190969357795,85.04077891906492,37.03064861478625,53,True,Severe-heat screening priority,37.03064861478625,53,44.21844845857343,50
Jomvu,pregnancies,2025,62.6900159453236,0.0,100.0,0.2429999999999999,44.52422799921492,14.55303963437074,53.218865053670896,36.83706704793006,54,True,Severe-heat screening priority,36.83706704793006,54,37.43204422908552,59
